country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Jamaica,JAM,2021-04-17,,,,,6593.0,,,,2217.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/
Malawi,MWI,2021-04-05,160445.0,160445.0,,871.0,6157.0,0.82,0.82,,313.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Uruguay,URY,2021-03-13,203571.0,203571.0,,10423.0,18688.0,5.84,5.84,,5362.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/
Uzbekistan,UZB,2021-12-15,36534484.0,,,229995.0,168767.0,107.66,,,4973.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/
Bahrain,BHR,2021-11-11,2817356.0,1182852.0,1147441.0,5645.0,3935.0,161.15,67.66,65.63,2251.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik Light, Sputnik V",Ministry of Health,https://covid19.who.int/
Romania,ROU,2021-12-18,15579924.0,,7718704.0,28320.0,32284.0,81.45,,40.35,1688.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Suriname,SUR,2021-07-24,235536.0,183522.0,52014.0,996.0,1260.0,39.8,31.01,8.79,2129.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/
Yemen,YEM,2021-06-04,,,,,9388.0,,,,308.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/
Sweden,SWE,2021-02-26,,,,,22350.0,,,,2200.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Brunei,BRN,2021-07-15,,,,,2354.0,,,,5331.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Trinidad and Tobago,TTO,2021-08-28,893619.0,504302.0,390380.0,7407.0,7056.0,63.68,35.93,27.82,5028.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
Hong Kong,HKG,2022-02-16,12116388.0,5740379.0,5042315.0,94565.0,83056.0,160.42,76.0,66.76,10997.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age
Belgium,BEL,2021-11-09,17815625.0,8793277.0,8650568.0,32021.0,23483.0,153.16,75.59,74.37,2019.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Tunisia,TUN,2022-03-07,,,,,2708.0,,,,227.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Kuwait,KWT,2022-01-17,7198089.0,3352444.0,3238463.0,,11185.0,166.29,77.45,74.82,2584.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Portugal,PRT,2021-12-22,18892791.0,,9070723.0,81765.0,49590.0,185.81,,89.21,4877.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Azerbaijan,AZE,2021-05-10,1687567.0,1005704.0,681863.0,170.0,22992.0,16.51,9.84,6.67,2249.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Government of Azerbaijan,https://koronavirusinfo.az
Taiwan,TWN,2021-11-01,25182013.0,17286000.0,7896013.0,311863.0,342617.0,105.56,72.46,33.1,14362.0,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Tajikistan,TJK,2022-01-27,,,,,37340.0,,,,3830.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Barbados,BRB,2021-11-29,290336.0,153582.0,136754.0,10.0,319.0,100.91,53.38,47.53,1109.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://gisbarbados.gov.bb/blog/covid-19-update-for-monday-march-28/
Kosovo,OWID_KOS,2021-03-31,,,,,117.0,,,,66.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://msh.rks-gov.net/sq/statistikat-covid-19/
Togo,TGO,2022-02-15,,,,,5219.0,,,,616.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Tajikistan,TJK,2022-02-04,,,,,43494.0,,,,4461.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Tokelau,TKL,2021-07-17,,,,,23.0,,,,16813.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Malawi,MWI,2021-07-15,,,,,690.0,,,,35.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
British Virgin Islands,VGB,2021-06-01,,,,,210.0,,,,6903.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Fiji,FJI,2021-06-03,,,,,6244.0,,,,6916.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Iraq,IRQ,2021-05-15,,,,,7526.0,,,,183.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Israel,ISR,2021-09-23,14917110.0,6108901.0,5635968.0,38076.0,34059.0,160.55,65.75,60.66,3666.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Comoros,COM,2021-09-25,,,,,1075.0,,,,1210.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Argentina,ARG,2021-05-01,8356463.0,7336124.0,1020286.0,20291.0,117901.0,18.32,16.09,2.24,2585.0,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://covidstats.com.ar/
Bosnia and Herzegovina,BIH,2021-04-01,,,,,574.0,,,,176.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Malawi,MWI,2021-11-22,1353479.0,1082542.0,587303.0,,5811.0,6.89,5.51,2.99,296.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Finland,FIN,2021-02-08,,,,,7965.0,,,,1436.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov
Jersey,JEY,2021-12-15,199488.0,80760.0,76307.0,,745.0,197.37,79.9,75.5,7371.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true
Guinea-Bissau,GNB,2022-02-06,471855.0,437334.0,291781.0,,6205.0,23.41,21.7,14.48,3079.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Angola,AGO,2021-10-02,,,,,73590.0,,,,2169.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Venezuela,VEN,2022-02-12,,,,,110050.0,,,,3834.0,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",Pan American Health Organization,https://covid19.who.int/
Singapore,SGP,2021-04-26,2534656.0,1505546.0,1029110.0,45943.0,44198.0,46.48,27.61,18.87,8104.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination
Ukraine,UKR,2021-10-06,13302370.0,7360200.0,5962850.0,122298.0,97769.0,30.6,16.93,13.72,2249.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
Thailand,THA,2021-10-03,,,,,761417.0,,,,10885.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/
Isle of Man,IMN,2021-03-10,27326.0,18043.0,9283.0,1154.0,557.0,31.99,21.13,10.87,6521.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Argentina,ARG,2021-09-09,47547136.0,29081356.0,18464983.0,397266.0,371597.0,104.26,63.77,40.49,8148.0,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://covidstats.com.ar/
Venezuela,VEN,2021-10-28,,,,,251060.0,,,,8746.0,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",Pan American Health Organization,https://covid19.who.int/
Costa Rica,CRI,2021-07-09,,,,,11055.0,,,,2151.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Ukraine,UKR,2021-10-07,13430055.0,7421450.0,6029285.0,127685.0,97505.0,30.9,17.07,13.87,2243.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
Argentina,ARG,2021-10-14,56174208.0,31371747.0,24892429.0,423852.0,220122.0,123.17,68.79,54.58,4827.0,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://covidstats.com.ar/
Equatorial Guinea,GNQ,2021-04-30,,,,,3780.0,,,,2607.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Sri Lanka,LKA,2021-02-01,95550.0,95550.0,,36396.0,23888.0,0.44,0.44,,1111.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-03_22.pdf
Monaco,MCO,2021-11-02,,,,,158.0,,,,3998.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID
Russia,RUS,2021-05-07,21296747.0,12940465.0,8356282.0,119034.0,208908.0,14.6,8.87,5.73,1432.0,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Madagascar,MDG,2022-02-27,,,,,3300.0,,,,116.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Sudan,SDN,2021-05-23,,,,,5892.0,,,,131.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
Falkland Islands,FLK,2021-02-21,,,,,54.0,,,,15306.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4401230323224594
Brazil,BRA,2021-07-30,141319627.0,104477597.0,41116889.0,1836041.0,1351532.0,66.04,48.82,19.21,6316.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Nepal,NPL,2021-03-22,,,,,27870.0,,,,939.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.mohp.gov.np/situation-report
Guinea-Bissau,GNB,2022-01-04,,,,,54.0,,,,27.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Rwanda,RWA,2021-04-19,,,,,55.0,,,,4.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/
Kiribati,KIR,2021-11-24,,,,,617.0,,,,5083.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Sao Tome and Principe,STP,2021-04-06,,,,,53.0,,,,237.0,Oxford/AstraZeneca,World Health Organization,https://africacdc.org/covid-19-vaccination/
Niger,NER,2021-09-24,,,,,1400.0,,,,56.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Guatemala,GTM,2021-12-26,11145170.0,6477798.0,4591132.0,6849.0,38418.0,61.07,35.5,25.16,2105.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Croatia,HRV,2021-12-18,4542083.0,2242262.0,,22773.0,22911.0,111.28,54.94,,5613.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Germany,DEU,2021-06-25,72415258.0,45077584.0,29210176.0,925831.0,821358.0,86.31,53.73,34.82,9790.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Syria,SYR,2021-10-21,,,,,1050.0,,,,57.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Zimbabwe,ZWE,2021-09-10,4646875.0,2814723.0,1832152.0,54428.0,39237.0,30.79,18.65,12.14,2600.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd
Pakistan,PAK,2021-02-19,,,,,4043.0,,,,18.0,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php
Liechtenstein,LIE,2022-03-12,70336.0,26716.0,26386.0,0.0,15.0,183.87,69.84,68.98,392.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL
Iceland,ISL,2021-04-16,98672.0,70058.0,28614.0,,1758.0,26.76,19.0,7.76,4767.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Dominica,DMA,2022-02-10,,,,,24.0,,,,333.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Israel,ISR,2022-03-23,18046737.0,6702098.0,6127242.0,2427.0,1541.0,194.24,72.14,65.95,166.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Austria,AUT,2021-09-30,,,,,16038.0,,,,1774.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea
Tajikistan,TJK,2022-03-04,,,,,60143.0,,,,6169.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Hungary,HUN,2021-09-27,,5881493.0,5635553.0,,24880.0,,61.05,58.5,2582.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-402-ezer-beoltott-2906-az-uj-fertozott-es-elhunyt-40-beteg
Malta,MLT,2021-01-31,27759.0,23811.0,3948.0,912.0,1111.0,5.38,4.61,0.76,2153.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Myanmar,MMR,2022-01-11,,,,,162563.0,,,,2966.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035
Northern Cyprus,OWID_CYN,2021-09-24,,,,,4485.0,,,,11734.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/
Bahrain,BHR,2021-11-09,2808112.0,1182176.0,1146272.0,3770.0,3908.0,160.62,67.62,65.57,2235.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik Light, Sputnik V",Ministry of Health,https://covid19.who.int/
Saint Helena,SHN,2021-03-15,3107.0,3107.0,,,75.0,50.98,50.98,,12305.0,Oxford/AstraZeneca,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/preliminary-data-from-the-covid-19-vaccination-programme/
Sudan,SDN,2022-03-07,6131070.0,5171677.0,2746556.0,,21002.0,13.65,11.52,6.12,468.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
Palestine,PSE,2022-03-10,,,,,5142.0,,,,985.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Bahrain,BHR,2021-08-26,2470771.0,1139666.0,1082616.0,4731.0,4636.0,141.32,65.19,61.92,2652.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik Light, Sputnik V",Ministry of Health,https://covid19.who.int/
Sweden,SWE,2021-10-22,,,,,28916.0,,,,2846.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Benin,BEN,2021-09-22,,,,,2911.0,,,,234.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://covid19.who.int/
Iraq,IRQ,2021-06-07,,,,,2846.0,,,,69.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Laos,LAO,2021-11-07,,,,,18536.0,,,,2512.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php
Spain,ESP,2021-11-23,75377077.0,38263801.0,37567042.0,203437.0,172673.0,161.25,81.86,80.37,3694.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
Somalia,SOM,2021-05-05,,,,,256.0,,,,16.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
Brazil,BRA,2021-08-30,191515901.0,134777145.0,61384034.0,1544608.0,1609175.0,89.5,62.98,28.69,7520.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Saudi Arabia,SAU,2021-02-09,,,,,350.0,,,,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.who.int/
Russia,RUS,2022-02-10,157051145.0,77768184.0,,292763.0,285300.0,107.63,53.3,,1955.0,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Anguilla,AIA,2021-04-11,,,,,20.0,,,,1322.0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Bahrain,BHR,2021-08-06,2357620.0,1115550.0,1062841.0,6039.0,8574.0,134.85,63.81,60.79,4904.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik Light, Sputnik V",Ministry of Health,https://covid19.who.int/
India,IND,2021-09-04,677744969.0,521015869.0,156729100.0,2090034.0,7411458.0,48.64,37.39,11.25,5319.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
Uganda,UGA,2021-09-01,1436264.0,1030447.0,366658.0,,12594.0,3.05,2.19,0.78,267.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Moldova,MDA,2021-07-22,941278.0,508482.0,432796.0,30496.0,13282.0,23.39,12.64,10.76,3301.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md
Kosovo,OWID_KOS,2021-07-24,,,,,5400.0,,,,3030.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://msh.rks-gov.net/sq/statistikat-covid-19/
Latvia,LVA,2021-03-07,83917.0,65600.0,18319.0,96.0,2865.0,4.49,3.51,0.98,1535.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Turkmenistan,TKM,2021-06-16,,,,,41369.0,,,,6762.0,"EpiVacCorona, Oxford/AstraZeneca, QazVac, Sinopharm/Beijing, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/
Libya,LBY,2022-01-15,,,,,14515.0,,,,2086.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar
Nigeria,NGA,2021-12-21,,,,,162526.0,,,,769.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Angola,AGO,2021-11-15,,,,,94683.0,,,,2790.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Mexico,MEX,2021-03-22,5781359.0,5046896.0,734463.0,169068.0,196679.0,4.44,3.87,0.56,1510.0,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/712810/2022.03.29_17h00_ComunicadoTecnicoDiario_Covid19__1_.pdf
Jersey,JEY,2021-03-22,,,,,937.0,,,,9271.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true
Pakistan,PAK,2021-11-04,109586984.0,73315751.0,43231870.0,,867541.0,48.66,32.56,19.2,3852.0,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php
France,FRA,2021-01-20,813957.0,813289.0,668.0,137660.0,76821.0,1.21,1.21,0.0,1139.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Russia,RUS,2022-02-26,,,,,7425.0,,,,51.0,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Tajikistan,TJK,2021-11-25,,,,,37693.0,,,,3866.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Northern Ireland,OWID_NIR,2021-07-24,2204177.0,1195271.0,1008906.0,3598.0,5938.0,116.25,63.04,53.21,3132.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Northern Ireland,OWID_NIR,2021-10-09,2550278.0,1315513.0,1218509.0,1730.0,2831.0,134.51,69.38,64.27,1493.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Gibraltar,GIB,2021-12-01,98421.0,40945.0,39820.0,387.0,233.0,292.13,121.53,118.19,6916.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Gibraltar,https://twitter.com/GibraltarGov/status/1507008369005015050
Costa Rica,CRI,2022-03-04,,,,,42201.0,,,,8212.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Isle of Man,IMN,2021-06-15,90991.0,62400.0,28591.0,314.0,174.0,106.53,73.06,33.48,2037.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Nauru,NRU,2022-03-20,,,,,27.0,,,,2483.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Afghanistan,AFG,2021-10-06,,,,,33258.0,,,,835.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Aruba,ABW,2021-08-04,139122.0,72858.0,66264.0,79.0,316.0,129.78,67.97,61.82,2948.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
